"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","CASINJRR","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","STATION","COUNTY","STATE","REGION","DUMMY2","CITY","HIGHWAY","VEHSPD","TYPVEH","VEHDIR","POSITION","RREQUIP","RRCAR","TYPACC","HAZARD","TEMP","VISIBLTY","WEATHER","TYPEQ","TYPTRK","TRKNAME","TRKCLAS","NBRLOCOS","NBRCARS","TRNSPD","TYPSPD","TRNDIR","SIGNAL","LOCWARN","WARNSIG","LIGHTS","STANDVEH","TRAIN2","MOTORIST","VIEW","VEHDMG","DRIVER","INVEH","TOTKLD","TOTINJ","TOTOCC","INCDRPT","JOINTCD","TYPRR","DUMMY3","CASKLDRR","DUMMY4","CROSSING","NARRLEN","DUMMY5","YEAR4","DIVISION","PUBLIC","CNTYCD","STCNTY","HZMRLSED","HZMNAME","HZMQNTY","HZMMEAS","SIGWARNX","WHISBAN","DRIVAGE","DRIVGEN","PLEONTRN","SSB1","SSB2","USERKLD","USERINJ","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","NARR1","NARR2","NARR3","NARR4","NARR5","SUBDIV","ROADCOND","VIDEOT",VIDEOU
"","19","02","CSX ","000181221 ","","","    ","          ","19","02","CSX ","000181221 ","","0","343524J","19","02","06","7","43","PM","BROOKS              ","BULLITT             ","21","3","","BROOKS              ","BROOKS HILL RD      ","15","A","3","3","1","001","1","4","59","3","3","1","1","SINGLE MAIN TRACK   ","4","1","21","030","E","1","1","1","2","2","2","2","1","8","6500","3","1","0","0","1","2","1","CL","","0","  ","0102030607    ","77","","2019","                    ","Y","029","21C029","4","","",""," "," ","72","2","0002","                    ","                    ","0","0","0","0","0","0","J76806 WITH LOCOMOTIVE CSXT 5242 COLLIDED WITH A VEHICLE AT BROOKS HILL ROAD.","","","","","MAIN LINE           ","B","1","2",
"","19","02","CSX ","000181464 ","","","    ","          ","19","02","CSX ","000181464 ","","0","345961L","19","02","18","12","0","AM","LOUISVILLE          ","JEFFERSON           ","21","3","","LYNDON              ","WHIPPS MILL RD.     ","0","A","3","1","1","001","1","4","39","4","1","1","1","#1 MAIN             ","4","2","78","022","R","1","1","1","1","1","2","2","4","8","6500","3","2","0","0","0","2","1","CL","","0","  ","01030607      ","125","","2019","                    ","Y","111","21C111","4","","",""," "," ","  ","2","0002","                    ","                    ","0","0","0","0","0","0","Q25617 COLLIDED WITH AN UNOCCUPIED VEHICLE AT WHIPPS MILL RD. NO INJURIES WERE REPORTED TO THE CREW."," MOTORIST AGE IS UNKNOWN.","","","","LCL                 ","A","1","1",
"","19","10","IC  ","1017436   ","","","    ","          ","19","10","IC  ","1017436   ","","1","840417P","19","10","30","3","45","PM","MARKHAM             ","COOK                ","17","4","","HARVEY              ","MIT ACCESS RD       ","","A","3","3","2","001","1","2","44","2","3","1","2","FY CHICAGO 22.00 MAR","1","3","15","004","R","3"," "," "," ","2","2","2","5","8","","2","1","0","1","1","2","1","Cl","","0","  ","12            ","107","","2019","                    ","N","031","17C031","4","","",""," "," ","  ","1","0002","                    ","                    ","0","1","0","0","0","0","DRIVER FAILED TO YIELD FOR TRAIN AND WAS STRUCK BY Q19851-24. DRIVER SPEED AND AGE INFORMATION ARE U","NKNOWN.","","","","CHICAGO             ","B","1","1",
"","19","10","NS  ","136120    ","","","    ","          ","19","10","NS  ","136120    ","","0","479973C","19","10","17","9","30","PM","TAYLORVILLE         ","CHRISTIAN           ","17","4","","TAYLORVILLE         ","FAU7889/SHUMWAY STRE","0","A","1","2","1","001","1","4","41","4","1","1","1","SINGLE MAIN TRACK   ","4","2","38","045","E","4","1","1","2","2","2","2","4","8","10000","1","1","1","0","1","2","1","1 ","","1","  ","01030607      ","59","","2019","                    ","Y","021","17C021","4","","",""," "," ","52","2","0002","                    ","                    ","1","0","0","0","0","0","NS TRAIN 311D617 STRUCK A HWY-USER AT A HWY-GRADE CROSSING.","","","","","ILLINOIS            ","A","1","2",
"","19","10","IC  ","1014924   ","","","    ","          ","19","10","IC  ","1014924   ","","0","299213N","19","10","06","11","56","AM","CLINTON             ","HICKMAN             ","21","3","","CLINTON             ","MOSCOW WATER VALLEY ","","A","4","3","6","001","1","4","75","2","3","8","1","XG CAIRO 397.05 0.00","4","5","0","045","R","2","1","1","2","2","2","2","3","8","","3","1","0","0","2","2","1","Cl","","0","  ","03060711      ","203","","2019","                    ","Y","105","21C105","4","","",""," "," ","23","1","0002","                    ","                    ","0","0","0","0","0","0","WESTBOUND DRIVER (SPEED UNKNOWN) FAILED  TO YIELD FOR ONCOMING SOUTHBOUND TRAIN L55771-06. THE REAR ","END OF THE VEHICLE WAS STRUCK BY THE TRAIN. NO INJURIES TO THE CREW OR VEHICLE OCCUPANTS WERE REPORT","ED.","","","CAIRO               ","B","2","2",
"","19","09","KCS ","19091802  ","","","    ","          ","19","09","KCS ","19091802  ","","0","335460E","19","09","18","1","14","PM","BATON ROUGE         ","EAST BATON ROUGE    ","22","5","","BATON ROUGE         ","COLLEGE DRIVE       ","","D","3","4","1","001","1","4","85","2","1","1","1","SINGLE MAIN TRACK   ","2","2","22","010","E","2","1","1","1","2","2","2","4","8","10000","3","1","0","0","2","2","1","1 ","","0","  ","0102030607    ","142","","2019","                    ","Y","033","22C033","4","","",""," "," ","58","2","0003","                    ","0                   ","0","0","0","0","0","0","VEHICLE STOPPED ON XING & COULDNT MOVE BEACUSE VEHICLE IN FRONT WAS STOPPED.  TRAIN STRUCK VEHICLE O","N XING.  MP 791.97 NEW ORLEANS SUBDIVISION","","","","NEW ORLEANS         ","A","1","2",
"","19","09","KCS ","19092903  ","","","    ","          ","19","09","KCS ","19092903  ","","0","329327L","19","09","29","7","29","PM","SINGER              ","BEAUREGARD          ","22","5","","DE RIDDER           ","BALL ROAD           ","3","B","4","3","1","039","2","2","80","4","1","1","1","SINGLE MAIN TRACK   ","3","2","64","038","E","1","1","1","2","2","2","2","1","8","15000","3","1","0","0","1","2","1","1 ","","0","  ","01030607      ","121","","2019","                    ","Y","011","22C011","4","","",""," "," ","23","1","0002","                    ","0                   ","0","0","0","0","0","0","CREW WAS TRAVELING NORTH & VEHICLE RAN INTO SIDE OF TRAIN.  UNKNOWN WHICH RAILCAR STRUCK.  MP 693.80"," BEAUMONT SUBDIVISION","","","","BEAUMONT            ","A","2","2",
"","19","09","NOGC","OP090619NO","","","    ","          ","19","09","NOGC","OP090619NO","","0","855685U","19","09","06","5","32","PM","BELLE CHASSE YARD   ","PLAQUEMINES         ","22","5","","BELLE CHASSE        ","HIGHWAY 23          ","0","C","4","2","1","001","1","4","96","2","1","1","1","MAIN LINE           ","1","2","11","010","E","2"," "," "," ","2","2","2","4","8","0","3","1","0","0","1","2","1","Cl","","0","  ","12            ","125","","2019","                    ","N","075","22C075","4","","",""," "," ","52","1","0001","                    ","                    ","0","0","0","0","0","0","NOGC CREW, BCSW-6, WAS IN ROUTE TO THE CHEVRON PLANT WHEN THE CONDUCTOR CALLED MTO AND SAID A VEHICL","E COLLIDED WITH THE TRAIN","","","","BELLE CHASSE        ","A","2","2",
"","19","10","UP  ","1019GC028 ","","","    ","          ","19","10","UP  ","1019GC028 ","","1","425154L","19","10","21","2","35","PM","SOUTH MONROE        ","OUACHITA            ","22","5","","MONROE              ","RICHWOOD NUMBER 1   ","0","A","3","2","1","001","1","2","67","2","1","7","1","SINGLE MAIN TRACK   ","3","2","4","025","E","2","1","1"," ","1","2","2","5","8","1500","2","1","0","1","1","2","1","CL","","0","  ","010306        ","69","","2019","                    ","Y","073","22C073","4","","",""," "," ","40","1","0003","                    ","                    ","0","1","0","0","0","0","HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).   ","","","","","MONROE SUB          ","A","1","1",
"","19","10","UP  ","1019GC006 ","","","    ","          ","19","10","UP  ","1019GC006 ","","1","447759J","19","10","09","12","42","PM","FENTON              ","JEFFERSON DAVIS     ","22","5","","FENTON              ","4TH AVE             ","5","B","3","3","1","001","1","4","84","2","1","1","1","SINGLE MAIN TRACK   ","4","2","92","029","R","1"," ","1"," ","2","2","2","3","8","10000","2","1","0","1","1","2","1","CL","","0","  ","0711          ","71","","2019","                    ","Y","053","22C053","4","","",""," "," ","55","1","0002","                    ","                    ","0","1","0","0","0","0","HIGHWAY USER'S ACTIONS: DID NOT STOP.  #32 WARNING DEVICES: YIELD SIGNS ","","","","","LAKE CHARLES SUB    ","A","1","2",
"K","19","09","ATK ","161261    ","","","    ","          ","19","09","BNSF","RD0919204 ","","0","767951W","19","09","24","6","47","PM","LAKE CHARLES        ","JEFFERSON DAVIS     ","22","5","","                    ","CONNIE RD           ","0","D","1","1","1","001","1","4","82","2","1","2","1","SINGLE MAIN         ","4","2","7","069","R","3"," ","1","2","2","2","2","4","8","2500","3","2","0","0","0","2","1","No","","0","  ","0711          ","329","","2019","                    ","Y","053","22C053","4","","",""," "," ","50","1","0073","                    ","                    ","0","0","0","0","0","0","TRAIN 2 OPERATING WITH LOCOMOTIVES E/5 AND E/33 AND 7 CARS STRUCK A TRAILER BEING PULLED BY A PICK-U","P TRUCK AT MP 197.55. CONNIE RD CROSSING.  THE TRAILER HAD BEEN CARRYING A RIDING LAWNMOWER.  DRIVER"," OF PICK-UP WAS SEEN WALKING AROUND.  THE CROSSING IS PROTECTED BY CROSSBUCKS AND YIELD SIGNS.  THER","E WERE NO INJURIES TO REPORT.","","LAFAYETTE           ","E","1","2",
"","19","09","IC  ","1012531   ","","","    ","          ","19","09","IC  ","1012531   ","","1","309582R","19","09","14","5","45","AM","BAKER               ","EAST BATON ROUGE    ","22","5","","SCOTLANDVILLE       ","THNOMAS RD          ","45","D","3","3","2","001","1","4","75","1","1","1","4","XG BATON ROUGE 0.20 ","1","1","6","007","R","1"," ","1","2","1","2","2","5","8","10000","2","1","0","1","1","2","1","Cl","","0","  ","07            ","152","","2019","                    ","Y","033","22C033","4","","",""," "," ","24","1","0002","                    ","                    ","0","1","0","0","0","0","MOTORIST WAS TRAVELING APPROXIMATELY 45 MPH WHEN HE FAILED TO YIELD TO THE RIGHT OF WAY. LEADING CAR"," UTLX952492 ON TRAIN 
-13 STRUCK THE PICK-UP TRUCK.","","","","BATON ROUGE         ","A","2","2",
"","19","08","KCS ","19080901  ","","","    ","          ","19","08","KCS ","19080901  ","","0","329191B","19","08","09","2","0","AM","MANSFIELD           ","DE SOTO             ","22","5","","SOUTH MANSFIELD     ","OAK HILL STREET     ","0","A","3","1","1","001","1","2","79","4","1","1","1","SINGLE MAIN TRACK   ","4","3","105","031","E","2","1","1","2","2","2","2","4","8","1000","3","2","0","0","1","2","1","1 ","","0","  ","01030607      ","97","","2019","                    ","Y","031","22C031","4","","",""," "," ","20","1","0002","                    ","0                   ","0","0","0","0","0","0","STRUCK A VEHICLE THAT WAS STUCK ON THE RAILROAD TRACK AT THE XING.  MP 593.1 BEAUMONT SUBDIVISION","","","","","BEAUMONT            ","A","1","2",
"","19","09","UP  ","0919GC010 ","","","    ","          ","19","09","UP  ","0919GC010 ","","0","441474C","19","09","06","11","50","AM","OLLA                ","LA SALLE            ","22","5","","OLLA                ","CENTRAL AVE         ","0","C","4","2","1","001","1","4","90","2","1","1","1","SINGLE MAIN TRACK   ","4","2","96","024","R","1"," ","1"," ","2","2","2","4","8","1000","3","1","0","0","1","2","1","CL","","0","  ","0807          ","55","","2019","                    ","Y","059","22C059","4","","",""," "," ","70","1","0002","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES).","","","","","MONROE SUB          ","A","1","1",
"","19","09","UP  ","0919GC017 ","","","    ","          ","19","09","UP  ","0919GC017 ","","1","427971V","19","09","10","3","0","PM","OPELOUSAS           ","ST LANDRY           ","22","5","","OPELOUSAS           ","LA 3043             ","0","C","1","1","1","001","1","4","89","2","1","1","1","SINGLE MAIN TRACK   ","3","4","101","040","E","4","1","1","3","1","2","2","5","8","150000","2","1","0","1","1","1","1","CL","","0","  ","01020307      ","54","","2019","                    ","Y","097","22C097","4","","",""," "," ","40","1","0002","                    ","                    ","0","1","0","0","0","0","HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - MOVING.","","","","","DE QUINCY SUB       ","A","1","2",
"","19","09","UP  ","0919MA015 ","","","    ","          ","19","09","UP  ","0919MA015 ","","0","794388F","19","09","06","3","41","PM","SHREVEPORT          ","CADDO               ","22","5","","SHREVEPORT          ","70TH STREET CROSSING","30","C","4","3","2","001","1","4","99","2","1","1","4","EAST LEG OF THE WYE ","1","3","80","006","R","1","1","1","3","1","2","2","3","8","150000","3","1","1","0","1","1","1","CL","","1","  ","02060709      ","37","","2019","                    ","Y","017","22C017","4","","",""," "," ","62","1","0002","                    ","                    ","0","0","1","0","0","0","HIGHWAY USER'S ACTIONS: DID NOT STOP.","","","","","SHREVEPORT IND LD   ","A","1","1",
"","19","07","UP  ","0719GC010 ","","","    ","          ","19","07","UP  ","0719GC010 ","","0","794127F","19","07","05","11","42","AM","RAPIDES             ","RAPIDES             ","22","5","","BOYCE               ","RAPIDES STATION ROAD","10","E","3","3","1","001","1","4","92","2","1","1","1","SINGLE MAIN TRACK   ","4","2","8","049","E","2","1","1"," ","1","2","2","1","8","10000","3","1","0","0","1","2","1","CL","","0","  ","0102030607    ","54","","2019","                    ","Y","079","22C079","4","","",""," "," ","40","1","0003","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - MOVING.","","","","","REISOR SUB          ","A","1","1",
"","19","08","RASX","080819    ","","","    ","          ","19","08","RASX","080819    ","","0","768106U","19","08","08","8","35","AM","UNION PACIFIC       ","CALCASIEU           ","22","5","","SULPHUR             ","DAVISON ROAD        ","10","A","3","3","2","001","2","4","85","2","1","7","4","451                 ","1","1","23","002","E","2"," ","1","2","3","2","2","3","8","500","3","1","0","0","1","2","1","Cl","","0","  ","0710          ","446","","2019","                    ","Y","019","22C019","4","","",""," "," ","25","1","0003","                    ","                    ","0","0","0","0","0","0","CREW WAS ATTEMPTING TO SHOVE CARS BACK INTO TRACK 451. THE CREW LEADER STOPPED RIGHT AT THE PUBLIC C","ROSSING (DAVINSON RD.) TO VERIFY IT WAS CLEAR. HE NOTICED A CAR APPROACHING SO HE ATTEMPTED TO WAVE ","HIM DOWN BUT THE CAR DID NOT SEE HIM UNTIL IT WAS TOO LATE. THE DRIVER OF THE CAR LOCKED UP HIS BRAK","ES AND SLID 75 FT INTO THE RAILCAR. THE RAILCAR WAS POSITIONED OUT OF THE CROSSING BUT THE CAR LOST ","CONTROL AND MADE CONTACT AROUND THE SILL STEP.","SYSTEM              ","A","2","2",
"","19","04","CSX ","000182213 ","","","    ","          ","19","04","CSX ","000182213 ","","0","345348V","19","04","07","5","9","PM","SLAUGTERS           ","WEBSTER             ","21","3","","SLAUGHTERS          ","HIGHWAY 138         ","10","A","4","3","1","001","1","4","68","2","1","1","1","#1 MAIN             ","4","2","90","053","R","1","5","1","2","2","2","2","1","3","6500","1","1","2","0","2","2","1","CL","","2","  ","0103060711    ","225","","2019","                    ","Y","233","21C233","4","","","","J"," ","83","1","0002","                    ","                    ","2","0","0","0","0","0","ELDERLY HIGHWAY USER DROVE AROUND GATES AT CROSSING PROTECTED BY GATES AND FLASHERS AND WAS FATALLY ","STRUCK BY V27206..  PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES &"," RR XING SYMBOLS).; ELDER","","","HENDERSON           ","A","1","1",
"","19","04","CSX ","000182287 ","","","    ","          ","19","04","CSX ","000182287 ","","0","226980N","19","04","10","3","45","PM","CATTLETSBURG        ","BOYD                ","21","3","","CATLETTSBURG        ","35TH STREET         ","","D","4","5","1","001","1","4","67","2","1","1","1","#1 MAIN             ","2","2","118","021","R","3","1","1","2","1","2","2","4","8","15500","3","2","0","0","0","2","1","CL","","0","  ","01030607      ","70","","2019","                    ","Y","019","21C019","4","","",""," "," ","61","1","0002","                    ","                    ","0","0","0","0","0","0","U50807 TRAVELING EAST BOUNDSTRUCK AN UNOCCUPIED VEHICLE AT MP CMG 0.3.","","","","","BIG SANDY           ","A","1","1",
"","19","04","CSX ","000182558 ","","","    ","          ","19","04","CSX ","000182558 ","","0","227225K","19","04","23","3","56","PM","WEST END PAULEY     ","PIKE                ","21","3","","PIKEVILLE           ","COAL RUN RD         ","0","D","1","2","1","001","1","4","72","2","1","1","1","1 MAIN              ","2","1","110","022","R","4","3","1","2","2","2","2","4","8","15500","3","1","0","0","1","2","1","CL","","0","  ","01030607      ","48","","2019","                    ","Y","195","21C195","4","","",""," "," ","55","1","0002","                    ","                    ","0","0","0","0","0","0","C86123 STRUCK VEHICLE THAT WAS FOULING CROSSING.","","","","","BIG SANDY           ","A","1","1",
"","19","04","CSX ","000182598 ","","","    ","          ","19","04","CSX ","000182598 ","","0","229416C","19","04","25","8","45","AM","MELBOURNE           ","CAMPBELL            ","21","3","","MELBOURNE           ","PRIVATE RD.         ","5","C","2","3","1","001","2","4","55","2","1","1","1","#2 MAIN             ","4","2","100","040","E","4"," ","1","2","1","2","2","3","8","27500","3","1","0","0","1","2","1","CL","","0","  ","07            ","276","","2019","                    ","N","037","21C037","4","","",""," "," ","40","1","0002","                    ","                    ","0","0","0","0","0","0","DRIVER OF A TRACTOR TRAILER ATTEMPTED TO BEAT U97925 ACROSS THE TRACKS AND WAS STRUCK BY THE TRAIN. ","THE CREW AND DRIVER OF TRUCK WERE UNINJURED AS A RESULT OF THE COLLISION BUT THERE WAS SIGNIFICANT D","AMAGE TO THE TRAILER AND FRONT END DAMAGE TO THE LEAD LOCOMOTIVE, CSXT 5205.","","","CINCINNATI          ","A","1","1",
"","19","06","INRD","649039    ","","","    ","          ","19","06","INRD","649039    ","","0","292542N","19","06","05","6","45","PM","PALESTINE, ILLINOIS ","CRAWFORD            ","17","6","","ROBINSON            ","CR 1400 E           ","2","A","1","3","1","001","1","2","90","2","1","1","1","MAIN                ","3","2","15","038","R","1","1","1","2","1","2","2","3","8","1000","3","1","0","0","1","2","1","2 ","","0","  ","0207          ","87","","2019","                    ","Y","033","17C033","4","","",""," "," ","82","2","0002","                    ","                    ","0","0","0","0","0","0","VEHICLE APPROACHED CROSSING, DID NOT APPEAR TO LOOK EITHER WAY, AND WAS STRUCK BY TRAIN","","","","","INDIANAPOLIS        ","A","2","2",
"","19","05","NS  ","133934    ","","","    ","          ","19","05","NS  ","133934    ","","0","328516E","19","05","13","7","11","PM","DECATUR             ","MACON               ","17","4","","DECATUR             ","FAU7448/BRUSH COLLEG","7","A","4","3","2","001","1","4","58","3","1","7","4","WEST PLANT LEAD     ","1","1","7","003","E","2","1","1","2","2","2","2","3","8","0","3","1","0","0","1","2","1","1 ","","0","  ","04050710      ","70","","2019","                    ","Y","115","17C115","4","","",""," "," ","85","1","0003","                    ","                    ","0","0","0","0","0","0","NS TRAIN DB26 STRUCK A HWY-USER AT A HWY-GRADE CROSSING. AGE VERIFIED.","","","","","MAIN                ","A","2","2",
"","19","02","NIRC","2019071247","","","    ","          ","19","02","NIRC","2019071247","","0","925093D","19","02","14","3","16","PM","MOKENA              ","WILL                ","17","4","","MOKENA              ","HICKORY CREEK DRIVE ","","K","4","3","2","001","1","4","26","2","1","C","1","2                   ","2","1","7","015","E","2","1","1","2","2"," ","1","2","8","0"," "," ","1","0","0","2","1","No","","1","  ","0506          ","112","","2019","                    ","Y","197","17C197","4","","",""," "," ","23","2","0005","                    ","                    ","1","0","0","0","0","0","TRAIN 416 WAS RUNNING DEADHEAD (NOT IN SERVICE) EASTBOUND ON TRACK 2 TO LASALLE ST. SUBJECT WAS FATA","LLY INJURED.","","","","JOLIET              ","A","1","1",
"","19","02","NIRC","2019071264","","","    ","          ","19","02","NIRC","2019071264","","0","386415A","19","02","22","5","7","PM","NORTHBROOK          ","COOK                ","17","4","","NORTHBROOK          ","TECHNY RD           ","0","A","3","2","1","001","1","4","20","3","1","2","1","1                   ","2","1","6","015","E","1","1","1","2","2","2","1","4","8","2000","3","2","0","0","0","2","1","No","","0","  ","010203050607  ","216","","2019","                    ","Y","031","17C031","4","","",""," "," ","55","2","0026","                    ","                    ","0","0","0","0","0","0","TRAIN 2146 STUCK A VEHICLE THAT WAS INVOLVED IN AN ACCIDENT THAT STRUCK ANOTHER VEHICLE NEAR THE RAI","LROAD CROSSING. THE VEHICLE WAS STUCK ON THE CROSSING AND 2146 STRUCK THE UNOCCUPIED VEHICLE. NO INJ","URIES TO REPORT.","","","FOX LAKE            ","A","2","2",
"","19","01","IAIS","2019002   ","","","    ","          ","19","01","IAIS","2019002   ","","0","607488Y","19","01","19","3","6","PM","GRINNELL            ","POWESHIEK           ","19","6","","GRINNELL            ","390TH AVE           ","35","A","4","3","1","001","1","2","8","2","1","1","1","SINGLE MAIN TRACK   ","3","2","85","035","E","3"," ","1","2","2","2","2","3","8","4500","3","1","0","0","1","2","1","2 ","","0","  ","0711          ","322","","2019","                    ","Y","157","19C157","4","","",""," "," ","28","1","0002","                    ","                    ","0","0","0","0","0","0","CBBI-19 WAS TRAVELING EAST BOUND JUST EAST OF GRINNELL. AT 390TH AVE CROSSING, A VEHICLE ATTEMPTED T","O STOP BUT DUE TO ICY ROAD CONDITIONS WAS UNABLE TO STOP BEFORE ENTERING THE CROSSING WHERE IT WAS S","TRUCK BY LEAD LOCOMOTIVE IAIS 501.  THE 'OTHER' CROSSING WARNING TYPE IS YIELD SIGNS WHICH ARE ATTAC","HED TO THE CROSSBUCKS.","","NT                  ","D","1","2",
"","19","07","CP  ","1001024408","","","    ","          ","19","07","CP  ","1001024408","","0","695494R","19","07","05","6","18","AM","COLUMBUS JUNCTION   ","LOUISA              ","19","6","","COLUMBUS JCTN       ","IA 70               ","0","C","3","1","1","001","2","2","75","1","1","1","1","SINGLE MAIN TRACK   ","3","3","143","028","R","1","1","1","2","2","2","2","4","8","20000","3","2","0","0","0","1","1","CL","","0","  ","01030611      ","500","","2019","                    ","Y","115","19C115","4","","",""," "," ","51","2","0002","                    ","                    ","0","0","0","0","0","0","475-04 TRAVELING NORTH ON THE OTTUMWA SUBDIVISION MADE CONTACT WITH A SEMI TRACTOR TRAILER AT DOT XI","NG 695494R -IA 70. TRAIN CREW OBSERVED VEHICLE STRADDLING THE CROSSING AND DRIVER OUTSIDE OF VEHICLE"," FRANTICALLY WAIVING HER ARMS TRYING TO GET THE TRAIN TO STOP. CROSSING WAS PROTECTED BY ADVANCE WAR","NING SIGNS, LIGHTS, GATES AND BELLS. TRAIN WAS PLACED IN EMERGENCY AND MADE CONTACT WITH REAR PORTIO","N OF THE TRAILER. SEMI DRIVER WAS INTERVIEWED AND SAID THE VEHICLE STALLED AND SHE WAS UNABLE TO RE-","OTTUMWA             ","A","1","1",
"","19","09","UP  ","0919GC026 ","","","    ","          ","19","09","UP  ","0919GC026 ","","3","434717K","19","09","14","2","30","AM","HAZELWOOD           ","ST LANDRY           ","22","5","","                    ","HWY 190             ","3","A","1","3","1","001","1","4","75","4","1","1","1","SINGLE MAIN TRACK   ","4","2","128","037","E","4"," ","1"," ","2","2","2","3","8","5000","2","1","0","3","3","2","1","CL","","0","  ","0711          ","70","","2019","                    ","Y","097","22C097","4","","",""," "," ","21","2","0002","                    ","                    ","0","3","0","0","0","0","HIGHWAY USER'S ACTIONS: DID NOT STOP.  #32 WARNING DEVICES: YIELD SIGN ","","","","","DE QUINCY SUB       ","A","1","2",
"","19","09","UP  ","0919GC027 ","","","    ","          ","19","09","UP  ","0919GC027 ","","1","755967J","19","09","13","5","10","PM","KEATCHIE            ","DE SOTO             ","22","5","","                    ","MCCANN ROAD         ","0","C","4","2","1","001","1","2","95","2","2","1","1","SINGLE MAIN TRACK   ","4","5","179","036","E","2"," ","1","3","2","2","2","4","8","70000","3","2","0","1","0","1","1","CL","","0","  ","0711          ","88","","2019","                    ","Y","031","22C031","4","","",""," "," ","26","2","0002","                    ","                    ","0","0","0","1","0","0","HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES).  #32 WARNING DEVICES: YIELD SIGN ","","","","","LUFKIN SUB          ","A","1","2",
"","19","06","WC  ","1001314   ","","","    ","          ","19","06","WC  ","1001314   ","","1","260657U","19","06","08","12","20","PM","GRIFFITH            ","LAKE                ","18","4","","SCHERERVILLE        ","KENNEDY AVE         ","","A","1","3","1","043","2","2","75","2","2","1","1","MATTESON MAIN 1     ","4","5","97","020","R","3","1","1","2","2","2","2","2","8","4000","2","1","0","1","1","2","1","6 ","","0","  ","01030407      ","230","","2019","                    ","Y","089","18C089","4","","",""," "," ","47","2","0002","                    ","                    ","0","1","0","0","0","0","A VEHICLE STRUCK THE SIDE OF EASTBOUND TRAIN A40791-07. NO DAMAGE TO CARS ON TRAIN. DRIVER OF VEHICL","E, WHO ADVISES SHE FELL ASLEEP AT THE WHEEL, WAS TRANSPORTED TO HOSPITAL WITH LIFE-THREATING INJURIE","S. SPEED OF DRIVER IS UNKNOWN.  ","","","MATTESON            ","A","1","1",
"","19","11","KCS ","19112302  ","","","    ","          ","19","11","KCS ","19112302  ","","0","302505S","19","11","23","8","29","PM","MONROE              ","OUACHITA            ","22","5","","MONROE              ","DESIARD STREET      ","0","A","1","2","1","001","1","2","45","4","1","1","1","SINGLE MAIN TRACK   ","4","2","17","020","E","3","1","1","1","1","2","2","2","8","1500","3","1","0","0","1","2","1","1 ","","0","  ","01030607      ","141","","2019","                    ","Y","073","22C073","4","","",""," "," ","21","1","0003","                    ","0                   ","0","0","0","0","0","0","CREW ROUNDED CURVE & SAW VEHICLE STOPPED BETWEEN GATES.  TRAIN STRUCK REAR BUMPER.  CAR DROVE OFF FR","OM SCENE.  MP 71.58 VICKSBURG SUBDIVISION","","","","VICKSBURG           ","A","1","2",
"","19","12","AKDN","58        ","","","    ","          ","19","12","AKDN","58        ","","1","427842F","19","12","05","7","15","PM","ALEXANDRIA          ","AVOYELLES           ","22","5","","                    ","SW MAIN STREET      ","50","A","1","3","6","001","2","4","75","4","1","8","2","SOUTH WYE           ","1","1","0","003","E","3"," ","1","2","3","2","2","3","8","8000","2","1","0","1","1","2","1","3 ","","0","  ","0711          ","17","","2019","                    ","Y","009","22C009","4","","",""," "," ","28","1","0002","                    ","                    ","0","1","0","0","0","0","32. OTHER = YIELD","","","","","CHURCH POINT SUB    ","A","2","2",
"K","19","11","ATK ","161961    ","","","    ","          ","19","11","IC  ","1018651   ","","2","300230E","19","11","12","2","20","PM","KENNER              ","JEFFERSON           ","22","5","","KENNER              ","CLAY ST             ","25","D","4","3","1","001","1","4","47","2","1","2","1","MAIN 2              ","3","1","7","058","E","2","1","1","2","2","2","2","1","8","7500","1","1","1","2","2","2","1","No","","1","  ","01030607      ","184","","2019","                    ","Y","051","22C051","4","","",""," "," ","75","2","0111","                    ","                    ","1","1","0","1","0","0","TRAIN 59 STRUCK AN OCCUPIED PICK-UP TRUCK AT MP 901.97, CLAY ST CROSSING.  ONE OF THE TWO OCCUPANTS ","IN THE VEHICLE WAS REPORTED A FATALITY AND THE SECOND OCCUPANT IN SERIOUS CONDITION.","","","","MCCOMB              ","A","1","2",
